session,condition,list_length,list_index,trial,study_list,recalled_list,rel_correct,init_correct,final_correct,forget_rate
0,constant,7,0,60,"Intersample,Battig,yorku,preprint,Lorge,Tarka,etal","Tarka,Battig,Bickley,Madigan,Paivio,Kucera,Lorge",0,0,0,1.0
0,constant,7,0,61,"Intersample,Battig,yorku,preprint,Lorge,Tarka,etal","Intersample,Bickley,DOI,Joelson,Hermann,Battig",0,1,0,1.0
0,constant,7,0,62,"Intersample,Battig,yorku,preprint,Lorge,Tarka,etal","Kucera,Battig,Hermann,DOI,Bickley",0,0,0,1.0
0,constant,7,0,63,"Intersample,Battig,yorku,preprint,Lorge,Tarka,etal","Lorge,emotionality,Bickley,Joelson,Landauer,Hermann,Thorndike",0,0,0,1.0
0,constant,7,0,64,"Intersample,Battig,yorku,preprint,Lorge,Tarka,etal","Intersample,Joelson,Battig,Tarka,Madigan",0,1,0,1.0
0,constant,7,0,65,"Intersample,Battig,yorku,preprint,Lorge,Tarka,etal","Paivio,Joelson,Hermann,Madigan,Streeter,Battig,Kucera",0,0,0,0.8
0,constant,7,0,66,"Intersample,Battig,yorku,preprint,Lorge,Tarka,etal","DOI,Joelson,Hermann,Kucera",0,0,0,0.7142857142857143
0,constant,7,0,67,"Intersample,Battig,yorku,preprint,Lorge,Tarka,etal","Kucera,Intersample,DOI",0,0,0,1.0
0,constant,7,0,68,"Intersample,Battig,yorku,preprint,Lorge,Tarka,etal","Madigan,Landauer,Battig,Tarka,Hermann",0,0,0,1.0
0,constant,7,0,69,"Intersample,Battig,yorku,preprint,Lorge,Tarka,etal","asymptote,Bickley,Hermann,Battig,bigram,Joelson,Lorge",0,0,0,1.0
0,constant,7,1,0,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Bickley,Joelson,DOI",0,0,0,
0,constant,7,1,1,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Battig,Streeter,Paivio,Lorge,Madigan,Tarka,Landauer",0,0,0,1.0
0,constant,7,1,2,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,Hermann,Battig,Kucera,Intersample,DOI",0,0,0,1.0
0,constant,7,1,3,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,DOI,Intersample,Hermann,Battig,Bickley,Kucera",0,0,0,0.8333333333333334
0,constant,7,1,4,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Lorge,Joelson,Thorndike,Landauer,Yuille,Madigan,Streeter",0,0,0,1.0
0,constant,7,1,5,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Madigan,Bickley,Kucera,Battig,Streeter,Hermann,Landauer",1,0,0,1.0
0,constant,7,1,6,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Lorge,Yuille,Paivio,Intersample,al,Tarka,Joelson",0,0,1,1.0
0,constant,7,1,7,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Lorge,Hermann,Landauer,al",1,0,0,0.8571428571428572
0,constant,7,1,8,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Kucera,Hermann,Bickley,Intersample,Battig,DOI,Joelson",0,0,1,0.75
0,constant,7,1,9,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Tarka,Battig,Landauer,Paivio,Streeter,Kucera,Intersample",0,0,0,1.0
0,constant,7,1,10,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Madigan,Battig,Hermann,Streeter,DOI,Paivio,Joelson",0,0,1,0.8571428571428572
0,constant,7,1,11,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Kucera,Joelson,Hermann,DOI",0,0,0,0.8571428571428572
0,constant,7,1,12,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Madigan,Paivio,Hermann,Battig,Kucera,Joelson,Lorge",0,0,0,0.75
0,constant,7,1,13,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Paivio,DOI,Lorge,Battig,Streeter,Madigan,Bickley",0,0,0,0.8571428571428572
0,constant,7,1,14,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Kucera,Tarka,Joelson,Streeter,bigram,asymptote,al",0,0,0,1.0
0,constant,7,1,15,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Intersample,Bickley,Kucera",0,0,0,1.0
0,constant,7,1,16,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Battig,Joelson,emotionality,Madigan,DOI,Tarka,Landauer",1,0,0,1.0
0,constant,7,1,17,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Bickley,Battig,Streeter,Hermann,Tarka,Kucera,Joelson",0,0,1,1.0
0,constant,7,1,18,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","asymptote,emotionality,Streeter,Yuille,bigram,DOI,al",0,0,0,0.8571428571428572
0,constant,7,1,19,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Intersample,Tarka,Landauer,Bickley,Streeter,Battig,Paivio",0,0,0,1.0
0,constant,7,1,20,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Kucera,Hermann,Intersample,Bickley,Battig",0,0,0,0.8571428571428572
0,constant,7,1,21,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Battig,Paivio,Lorge,Joelson,Landauer,Streeter,Kucera",0,0,0,1.0
0,constant,7,1,22,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Streeter,bigram,Bickley,Tarka",0,0,0,1.0
0,constant,7,1,23,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,Kucera,Hermann,Bickley,Intersample,DOI",0,0,0,1.0
0,constant,7,1,24,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","DOI,Intersample,Joelson,Hermann,Bickley,Battig",0,0,0,1.0
0,constant,7,1,25,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Battig,Landauer,Bickley,Tarka,Paivio,Intersample,Madigan",0,0,0,1.0
0,constant,7,1,26,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Bickley,DOI,Joelson",0,0,1,1.0
0,constant,7,1,27,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","DOI,Landauer,Joelson,Paivio,Bickley,Lorge,Streeter",0,0,0,0.6666666666666667
0,constant,7,1,28,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","DOI,al,emotionality,Yuille,bigram,Thorndike,Paivio",0,0,0,0.8571428571428572
0,constant,7,1,29,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Kucera,DOI,Hermann,Intersample",0,0,0,1.0
0,constant,7,1,30,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Kucera,DOI,Intersample,Joelson,Battig",0,0,0,0.5
0,constant,7,1,31,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Intersample,Bickley,Battig",0,0,0,1.0
0,constant,7,1,32,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Intersample,Bickley,Hermann,Joelson,Battig",0,0,0,0.33333333333333337
0,constant,7,1,33,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,DOI,Bickley",0,0,0,1.0
0,constant,7,1,34,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Bickley,Intersample,Lorge,Streeter,Landauer,DOI,Tarka",0,0,0,1.0
0,constant,7,1,35,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Intersample,Joelson,Battig",0,0,0,1.0
0,constant,7,1,36,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,Yuille,DOI,Paivio,Tarka,Intersample,Lorge",0,0,0,1.0
0,constant,7,1,37,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Bickley,Battig,Hermann,DOI,Joelson,Intersample",0,0,0,0.8571428571428572
0,constant,7,1,38,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","DOI,Hermann,Tarka,Bickley,Lorge,Paivio,Kucera",0,0,0,1.0
0,constant,7,1,39,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Bickley,Madigan,Landauer,Kucera,Joelson,emotionality,Hermann",0,0,0,1.0
0,constant,7,1,40,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Battig,Hermann,Intersample,Bickley,Joelson",0,0,1,0.8571428571428572
0,constant,7,1,41,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,asymptote,Intersample,Paivio,bigram,Hermann,Kucera",0,0,0,0.8
0,constant,7,1,42,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","bigram,DOI,Kucera,Intersample,Paivio,Hermann,Thorndike",0,0,0,0.8571428571428572
0,constant,7,1,43,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Intersample,emotionality,Hermann,Bickley,bigram,Lorge,Yuille",0,0,0,1.0
0,constant,7,1,44,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Tarka,Intersample,Streeter,Lorge",0,0,0,1.0
0,constant,7,1,45,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Paivio,Yuille,Intersample,Bickley,Hermann,bigram",0,0,0,1.0
0,constant,7,1,46,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Battig,Madigan,Hermann,Paivio,Streeter,Intersample,Lorge",0,0,0,1.0
0,constant,7,1,47,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Landauer,Yuille,Paivio,Streeter,Hermann,Kucera,Battig",0,0,0,1.0
0,constant,7,1,48,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Kucera,Bickley,Intersample,Joelson,Hermann",0,0,0,0.8571428571428572
0,constant,7,1,49,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Hermann,Battig,Bickley,Intersample,Kucera,DOI,Joelson",0,0,1,1.0
0,constant,7,1,50,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Battig,Hermann,Intersample,Bickley,Kucera,DOI,Joelson",0,0,1,0.5714285714285714
0,constant,7,1,51,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Kucera,Battig,DOI,Hermann",0,0,0,1.0
0,constant,7,1,52,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Bickley,DOI,Intersample,Joelson,Battig,Hermann,Kucera",0,0,0,1.0
0,constant,7,1,53,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Madigan,Streeter,Bickley,Landauer,Lorge,Paivio,DOI",0,0,0,1.0
0,constant,7,1,54,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,DOI,Battig,Streeter,Kucera,Landauer",0,0,0,1.0
0,constant,7,1,55,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,Intersample,al,Tarka,Yuille,Bickley,Streeter",0,0,0,0.8333333333333334
0,constant,7,1,56,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","DOI,Kucera,Intersample,Battig,Joelson",1,0,1,1.0
0,constant,7,1,57,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Hermann,Intersample,Battig,Kucera,Joelson,DOI",0,0,0,0.8
0,constant,7,1,58,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Tarka,Madigan,Joelson",0,0,1,1.0
0,constant,7,1,59,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Bickley,Kucera,Hermann,Intersample,Joelson",0,0,1,1.0
0,constant,7,1,60,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Battig,Joelson,Lorge,Bickley,Intersample,Streeter,Tarka",1,0,0,1.0
0,constant,7,1,61,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,Hermann,Bickley,Intersample,Kucera,Lorge,Madigan",0,0,0,1.0
0,constant,7,1,62,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,Battig,Landauer,Streeter,Tarka,Kucera,Yuille",0,0,0,0.8571428571428572
0,constant,7,1,63,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,Tarka,Battig",0,0,0,0.8571428571428572
0,constant,7,1,64,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Bickley,Intersample,Joelson",0,0,1,1.0
0,constant,7,1,65,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","DOI,Intersample,Joelson",0,0,1,0.33333333333333337
0,constant,7,1,66,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Joelson,Battig,Hermann,Intersample",0,0,0,1.0
0,constant,7,1,67,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Bickley,Intersample,Kucera,DOI,Paivio,Madigan,Joelson",0,0,1,1.0
0,constant,7,1,68,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","bigram,Battig,Kucera,Tarka,Hermann,Lorge,DOI",0,0,0,0.8571428571428572
0,constant,7,1,69,"Yuille,Hermann,Landauer,yorku,et,Battig,Joelson","Intersample,Kucera,DOI,Joelson,Bickley",0,0,0,1.0
0,constant,7,2,0,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Hermann,Streeter,Intersample,Paivio",0,0,0,
0,constant,7,2,1,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Madigan,Landauer,Intersample",0,0,0,0.75
0,constant,7,2,2,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Lorge,Madigan,Kucera,Tarka,Thorndike,Bickley,Hermann",0,0,0,1.0
0,constant,7,2,3,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Intersample,Paivio,Madigan,Bickley,Kucera,Lorge,Landauer",0,0,0,1.0
0,constant,7,2,4,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Paivio,Madigan,Lorge,Bickley,Tarka,Landauer,Streeter",0,0,0,0.8571428571428572
0,constant,7,2,5,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Joelson,Kucera,Hermann,DOI,Intersample,Bickley",0,0,0,1.0
0,constant,7,2,6,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","DOI,Lorge,al,Yuille,emotionality,Kucera,Bickley",1,0,0,1.0
0,constant,7,2,7,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Lorge,Madigan,Landauer,Bickley,Streeter,Kucera,DOI",0,0,0,0.8571428571428572
0,constant,7,2,8,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Madigan,Landauer,DOI",0,0,0,1.0
0,constant,7,2,9,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Madigan,Bickley,Joelson,Kucera,Tarka,Intersample,Landauer",0,0,0,0.6666666666666667
0,constant,7,2,10,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","DOI,Joelson,Kucera",0,0,0,1.0
0,constant,7,2,11,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Paivio,Battig,Joelson,DOI,Bickley,al,Hermann",0,0,0,1.0
0,constant,7,2,12,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Madigan,Lorge,Joelson,Bickley,Battig,Kucera",0,0,0,0.8571428571428572
0,constant,7,2,13,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","DOI,Joelson,Battig,Hermann,Bickley",0,0,0,1.0
0,constant,7,2,14,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Paivio,Joelson,al,DOI,Lorge,Landauer,Yuille",0,0,0,0.8
0,constant,7,2,15,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Intersample,DOI,Joelson,Bickley",0,0,0,1.0
0,constant,7,2,16,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Joelson,Battig,DOI,Intersample,Kucera,Bickley",0,0,0,1.0
0,constant,7,2,17,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Yuille,Madigan,Tarka,Battig,Joelson,Landauer,al",0,0,0,1.0
0,constant,7,2,18,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Paivio,asymptote,Intersample,Lorge,Bickley",0,0,0,1.0
0,constant,7,2,19,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Thorndike,DOI,asymptote,Joelson,Landauer,Tarka,bigram",0,0,0,1.0
0,constant,7,2,20,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Kucera,Bickley,Intersample",0,0,0,1.0
0,constant,7,2,21,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Battig,Joelson,Kucera,Intersample,Bickley",0,0,0,1.0
0,constant,7,2,22,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Kucera,Hermann,DOI,Joelson,Battig,Intersample,Bickley",0,0,0,1.0
0,constant,7,2,23,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Intersample,asymptote,Thorndike,Landauer,Tarka,al,Paivio",0,0,0,1.0
0,constant,7,2,24,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","DOI,Intersample,Joelson,Battig,Kucera,Lorge,Landauer",0,0,0,1.0
0,constant,7,2,25,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","DOI,Joelson,Hermann,Battig,Bickley,Kucera",0,0,0,0.7142857142857143
0,constant,7,2,26,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Streeter,Paivio,Landauer,Intersample",0,0,0,1.0
0,constant,7,2,27,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Kucera,Battig,Joelson,Streeter,Intersample,Hermann,Lorge",0,0,1,1.0
0,constant,7,2,28,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Kucera,Hermann,Intersample,DOI,Joelson,Bickley,Battig",0,0,0,0.8571428571428572
0,constant,7,2,29,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Kucera,Hermann,Intersample,Battig,Joelson,DOI",0,0,0,0.4285714285714286
0,constant,7,2,30,"al,Yuille,DOI,Thorndike,Joelson,asymptote,Lorge","Joelson,Hermann,Bickley,DOI,Intersample",0,0,0,0.8333333333333334
